Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD13A1_061_Line_Y_500m,MOD13A1_061_Sample_X_500m,MOD13A1_061__500m_16_days_EVI,MOD13A1_061__500m_16_days_VI_Quality,MOD13A1_061__500m_16_days_pixel_reliability,MOD13A1_061__500m_16_days_VI_Quality_bitmask,MOD13A1_061__500m_16_days_VI_Quality_MODLAND,MOD13A1_061__500m_16_days_VI_Quality_MODLAND_Description,MOD13A1_061__500m_16_days_VI_Quality_VI_Usefulness,MOD13A1_061__500m_16_days_VI_Quality_VI_Usefulness_Description,MOD13A1_061__500m_16_days_VI_Quality_Aerosol_Quantity,MOD13A1_061__500m_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13A1_061__500m_16_days_VI_Quality_Adjacent_cloud_detected,MOD13A1_061__500m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13A1_061__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13A1_061__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13A1_061__500m_16_days_VI_Quality_Mixed_Clouds,MOD13A1_061__500m_16_days_VI_Quality_Mixed_Clouds_Description,MOD13A1_061__500m_16_days_VI_Quality_Land/Water_Mask,MOD13A1_061__500m_16_days_VI_Quality_Land/Water_Mask_Description,MOD13A1_061__500m_16_days_VI_Quality_Possible_snow/ice,MOD13A1_061__500m_16_days_VI_Quality_Possible_snow/ice_Description,MOD13A1_061__500m_16_days_VI_Quality_Possible_shadow,MOD13A1_061__500m_16_days_VI_Quality_Possible_shadow_Description,MOD13A1_061__500m_16_days_pixel_reliability_bitmask,MOD13A1_061__500m_16_days_pixel_reliability_MODLAND,MOD13A1_061__500m_16_days_pixel_reliability_MODLAND_Description
AbuDhabi,2,24.0,55.0,2020-09-29,h23v06,1439.0,58.0,0.0717,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2020-10-15,h23v06,1439.0,58.0,0.0713,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2020-10-31,h23v06,1439.0,58.0,0.0704,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2020-11-16,h23v06,1439.0,58.0,0.0633,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2020-12-02,h23v06,1439.0,58.0,0.0658,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2020-12-18,h23v06,1439.0,58.0,0.0717,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-01-01,h23v06,1439.0,58.0,0.0692,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-01-17,h23v06,1439.0,58.0,0.0678,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-02-02,h23v06,1439.0,58.0,0.0685,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-02-18,h23v06,1439.0,58.0,0.0743,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-03-06,h23v06,1439.0,58.0,0.0746,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-03-22,h23v06,1439.0,58.0,0.0697,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-04-07,h23v06,1439.0,58.0,0.0744,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-04-23,h23v06,1439.0,58.0,0.0702,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-05-09,h23v06,1439.0,58.0,0.0676,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-05-25,h23v06,1439.0,58.0,0.0683,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-06-10,h23v06,1439.0,58.0,0.068,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-06-26,h23v06,1439.0,58.0,0.0663,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-07-12,h23v06,1439.0,58.0,0.0613,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-07-28,h23v06,1439.0,58.0,0.0649,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-08-13,h23v06,1439.0,58.0,0.0664,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-08-29,h23v06,1439.0,58.0,0.0749,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-09-14,h23v06,1439.0,58.0,0.0675,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-09-30,h23v06,1439.0,58.0,0.0614,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-10-16,h23v06,1439.0,58.0,0.0637,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-11-01,h23v06,1439.0,58.0,0.065,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-11-17,h23v06,1439.0,58.0,0.0692,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-12-03,h23v06,1439.0,58.0,0.0616,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2021-12-19,h23v06,1439.0,58.0,0.0656,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-01-01,h23v06,1439.0,58.0,0.0625,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-01-17,h23v06,1439.0,58.0,0.0693,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-02-02,h23v06,1439.0,58.0,0.0729,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-02-18,h23v06,1439.0,58.0,0.0734,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-03-06,h23v06,1439.0,58.0,0.0703,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-03-22,h23v06,1439.0,58.0,0.071,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-04-07,h23v06,1439.0,58.0,0.0722,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-04-23,h23v06,1439.0,58.0,0.0707,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-05-09,h23v06,1439.0,58.0,0.0671,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-05-25,h23v06,1439.0,58.0,0.0732,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-06-10,h23v06,1439.0,58.0,0.064,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-06-26,h23v06,1439.0,58.0,0.0658,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-07-12,h23v06,1439.0,58.0,0.0644,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-07-28,h23v06,1439.0,58.0,0.0657,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-08-13,h23v06,1439.0,58.0,0.0735,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-08-29,h23v06,1439.0,58.0,0.0704,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-09-14,h23v06,1439.0,58.0,0.0672,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-09-30,h23v06,1439.0,58.0,0.076,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-10-16,h23v06,1439.0,58.0,0.0676,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-11-01,h23v06,1439.0,58.0,0.0749,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-11-17,h23v06,1439.0,58.0,0.0824,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-12-03,h23v06,1439.0,58.0,0.0711,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2022-12-19,h23v06,1439.0,58.0,0.0698,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-01-01,h23v06,1439.0,58.0,0.0754,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-01-17,h23v06,1439.0,58.0,0.0685,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-02-02,h23v06,1439.0,58.0,0.0714,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-02-18,h23v06,1439.0,58.0,0.0756,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-03-06,h23v06,1439.0,58.0,0.0796,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-03-22,h23v06,1439.0,58.0,0.0731,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-04-07,h23v06,1439.0,58.0,0.0747,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-04-23,h23v06,1439.0,58.0,0.0711,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-05-09,h23v06,1439.0,58.0,0.071,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-05-25,h23v06,1439.0,58.0,0.0692,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-06-10,h23v06,1439.0,58.0,0.0706,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-06-26,h23v06,1439.0,58.0,0.0682,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-07-12,h23v06,1439.0,58.0,0.0718,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-07-28,h23v06,1439.0,58.0,0.0631,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-08-13,h23v06,1439.0,58.0,0.0649,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-08-29,h23v06,1439.0,58.0,0.0719,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-09-14,h23v06,1439.0,58.0,0.0658,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-09-30,h23v06,1439.0,58.0,0.0672,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-10-16,h23v06,1439.0,58.0,0.0652,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-11-01,h23v06,1439.0,58.0,0.0719,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
AbuDhabi,2,24.0,55.0,2023-11-17,h23v06,1439.0,58.0,0.0656,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
